content,label
ㅅㅂ유투버새기들 꼴보기싫다유투브 언제망하냐,0.0
야구나 잘해라 먹튀색야,0.0
설리 그만좀 괴롭혀라 못생긴 안이쁜 뇬드라,0.0
저때 간사람이 10명이다 치면 지금 다 성공했어 내가 어떻게 성공했나 한국공기안마시고 좌빨개새끼들안봐서스트레스안받고 개중공조선족이나몰상식한인간들테러안당해서 좋고이게 내 지론이다,0.0
진짜 본인애니보고 딸치게 생긴 씹덕 얼굴상 얼굴깐글에 욕도 박을수있으니 김치응딩이 ㅅㅌㅊ,0.0
부인이 남편홀대하고 잠자리 안챙겨주면 100퍼 바람난다,0.0
별로 저게 딸딸이 영상만큼 치욕스러운것도 아닐뿐더러 난 그런거 퍼진다고 해도 아무렇지않을 자신있음,0.0
이런 씌11발~~~ 만화를 만화로 봐야지..... 지들이 머라고 그런거 그리지 마라 이렇게 해라 저렀게해라 하면 아예 작가를하고 만화가를 해라 그리고 쳐보면서 쥐....55라리네~~~!!!!!,0.0
아들이 왜 갚아! 똘아이들! 그러니 사기 당하고 살지!,0.0
슬슬 기어들어 와도 해줄까 말까인데 별 거지국이 깝치고 앉았네,0.0
이년은 촬영거부로 미국으로 튄년이 뻔뻔하기 그지없게 튀나오네 ㅋㅋㅋ,0.0
돼지련들아 니들 쳐보는 만화나 함 돌아봐 남주의 첫날밤을 가져버렸습니다???? 내가 사랑하는 초등학생???? 드러워서 진짜 시발,0.0
짱깨들 자작아냐?병주고 약팔아먹고세계 패권을 쥐고 흔들 신의한수,0.0
사람들 착각하는데 우리나라 페미 이제초기야 아직 갈길이 존나멀었어,0.0
개같은 악마새끼,0.0
또 또 또 일게이들 같은 일게이 조리돌림 해서 컨텐츠 하나 죠졌누....,0.0
군대 가기 전에 군대 존나 두렵잖아,0.0
와 저 얼굴이 왕년에 요정이었다고?? 트와이스 나연이 더 이쁜데;;,0.0
이제 연예인 아니다..그냥 개다,0.0
꼴까지않은게 졸 나대네,0.0
대깨문들은 한국사람 아님 시황제를 흠모하는 짱개들임,0.0
라이머 그냥 이혼 하고 좋은 여자 만나세요 어마어마 한 재력 에 그정도 능력이면 언능 좋은 여자 만나는게 상책 남편이 이기적이면 본인은 이기적이 아니라는거야 머야 참 생각하고는 역시 한국여자 지생각만 한다,0.0
틀린말은 아님 근데 유튜브하는새끼면 이미지 관리해야하는게 맞음 ㅋㅋㅋ 아가리 잘못 놀리면 그케되는거임맞는말도 쥬변환경 봐가면서 해야하는거임 쟤가 분위기 파악 못한건 지 잘못임사석에서나 그런얘기하지 ㅋㅋ,0.0
상간녀 영화. 퉤퉤..,0.0
어떤 병신은 독재를 사회주의로 알더만,0.0
ㅂㅅ새끼 랩업에 목숨건 새끼네 ㅈㅈㅂ만 존나게 올리네,0.0
역시 라도근성,0.0
해도돼~~근데 ..걸리지만 말자!!!너희는 공공재라구. ...몰래 들키지 말고 하고 씨씨티비 공개한 사람이 젤 밉다 난,0.0
헛다리.집엇네..사람들이 고작 유튜버들 말듣고집값 오른다고 집을 구매한것 같어? 그리고 내 집 산다는데 너네들이 뭔데 불만이야.민노총전교조.새키들이.집사서 오르면 당연한거고,0.0
최악은 MBC지. 고인과 가족 그리고 고인의 옛 여인까지 다 같이 엿먹이는 MBC가 쓰레기임.,0.0
가입일보셈 ㅈㅈㅂ뜻을 모르거나 정게만하다 부캐판 틀딱이거나 ㅋㅋ,0.0
드디어 이 ㅁ ㅊ 넘이 본색을 드러내는구나,0.0
결혼식장에 술집걸들 8명 오겠네신부가 9번째로 입장하고.술집에서 8명과 술먹은건 사실이고화장실은 경찰조사 하면 나오겠지빨리좀 고소해라. 언능,0.0
맘충들 무조건 구혜선 빨아주는거 보고 머가리 든거 없음 인정? 그냥 뭔말을 해도 여자는 피해자 남자는 가해자인 세상에서 뭐 진실이 의미가 있겠나? 그냥 돈 열심히 모으고 공부 해서 갓스시녀 만나러 이민 준비나 해야겠다,0.0
빨갱아 반일에 대해서 어떻게 생각해?,0.0
소시서도 쩌리였는데 솔로나온다고 뭔가달라지나,0.0
뽕빤넘들 처럼 생기고 말하는거 보니까 양아치스럽던데 그걸 멋으로 알거아냐?ㅋㅋㅋ잔나비인지 잔잔바리인지 뭐시깽이들 꺼져라,0.0
초밥 무한리필은 갈만하던데 가끔씩가는데가서 스시 ㅈㄴ조지고 콜라먹는맛에감,0.0
강간모 자살 안 하는거보니 진짜 억울하긴 한가보네,0.0
혼전이고 뭐고 요즘 댓 드립 ㅈㄴ 씹노잼이네 mc무현 노래나 들으러감 ㅅㄱ,0.0
행복회로 그만 돌려라 !! 문제인 옥바라지나 똑바로 하고,0.0
여자분들 다들 살빠진 홍윤화 씨처럼 생기셨을거 같아요 ^^,0.0
윤창호법이고지랄이고 그냥죽여라 날마다만취음주냐 법듼미지말고 걍죽여라 악마새끼들,0.0
호주에 한국 창녀 많아??,0.0
개~ㅈ ㅏ식,0.0
팩트는 보니하니 20살 차이나는 동생을 주먹으로 패는게 어린이방송에서 그대로 송출사나 그냥 쿵쾅이들이 트집잡으려 했는데 실패 그냥 넘어감bj는 98%가 쓰레기새끼들만 있어서 욕처먹어도 마땅 아무 상관 없음,0.0
흙수저 새끼들은 지가 왜 흙수저인지 모름..저렇게 살다가 나중에 돈 없다고 세금 내놓으라고 함. 걍 빈민촌은 쓸어버리는 게 답임.,0.0
우아.. 여그 신고 먹는 벌레들이랑... 싱크로율이 거의 100 에 수렴 하는데...,0.0
뇌가 우동사리,0.0
그래도 개돼지들은 가만히 있자나 지들이 지옥으로 입문하는지도 모르고 월몇푼 주니까 좋다고 아가리 처닫고ㅋㅋ,0.0
이런 암퇘지 같은!! 연기할 때도 성기 생각하며 젖어 있는거 아냐??,0.0
설현에게 성적수치심을 느끼게 했는데 죄가되나???? 성적이 안좋은가보네. 설현 공부 못하는 애. 성적 수치심 느끼냐??? ㅋㅋ 공부도 못하는게 수치심만 많아가지구. ㅋㅋㅋ,0.0
죄인아 너만 부엉이바위가서 뒈져주면 국민대통합된다남북통일도 되고제발 가라 부엉이바위로,0.0
조센징들 남을 너무 까덴다 ... ㅎㅎ,0.0
ㅋㅋ집도 주고 차도 주고 쌀도 배급받는 시대가머지않았구나ㅋㅆㅣㅂ ㅏㅅ ㅐ ㄲ ㅣ들ㅋ,0.0
그래도 성실히 살아온 게이같은데 남들 한다고 결혼 한다는 생각을 했다는게 조금 의아하노 .. 뭐 나보다 인생선배에게 뭘 얘기하겠냐만 ..,0.0
ㅋㅋ막짤 좆되노 ㅎㅎㅍ,0.0
돈써가며 또 보빨짓하겠지ㅋㅋ 요새 그런년 많다 받을거받고 섹스나할라고 만남. 그돈 지딸한테나 쓰지 ㅉㅉ,0.0
이새끼가 판매자일듯,0.0
와 시발 고소영보고 슨상합성인줄 알았다,0.0
탈라도 인정합니다 어제여기 댓글치던 전라도인간들보니 왜 전라도사람이 문재인 지지안하냐고 하더군요ㅋㅋ;; 그런사람들이 전라도욕하지마라 할수있는가 모르겠네요. 하여튼 박명수씨 일관성있어서 응원합니다!!,0.0
이런애 상대해주지마.왜 얘가 실시간 검색어에 올라와있는데..그냥 음악한다고 허세찌든 마약범이야.,0.0
북치고 장구치고 . 바이러스 만들고 백신 팔아먹으려는 수작.언젠간 바이러스 만들어서 백신가지고 세계를 주무르려는 수작. 짱깨새끼들,0.0
이건 무슨 dog 10sound냐~,0.0
나래충 극혐이네. 댓글 성비봐라 ㅋㅋㅋ 무겁다 무거워,0.0
걍 짱깨랑 다를게 없음 ㅋㅋ 오히려 더하면 더했지 절대 덜하지 않음 ㅋㅋ 존나 천박하고 교만하고 집단주의적 사고에서 영원히 머물러 있는 병신민족 ㅋㅋ가끔 나타는 선지자들 덕에 그나마 유지되오던게 이제 그마저도 나올수가 없는 사회임 ㅋㅋ,0.0
그럼 뇌물현으로떰ㅅ냐?,0.0
어떤 개. 자. 식. 대. 굴. 박 에서 나온기가,0.0
그알 한남들 진짜 일하는 꼬라지 짜증나지만 러브가 참는다ㅠ 김상중 너도 한남소리 듣기 싫으면 똑바로해,0.0
이건 작가들의 싸이코같은 뇌구조 때문에 나오는것임...,0.0
네 다음 먹튀,0.0
비아냥꺼리냐 쓰레기들,0.0
이늙은거는 나중에 이혼위자료 많이 받으려고 하는거 딱 보이는데 ..ㅎㅎ 남편이 잘버니까 .그냥 먹구살기 딱이니까 ..인기두 없어 나이두 많아 얼굴도 안돼 ..이 할머니 도대체 머를 잘해서 젊은 남자를 꼬셧을가 ㅎㅎ 멀가 대체,0.0
우리엄마걸고 맹세한단뜻임 10선비들 ㅈ l이랄 하지마셈,0.0
닥쳐 이련아. 너가 제일 많이 했을거 같아,0.0
작가세퀴가 돌았나??어린 내딸들도 보는데 화가치미네확,0.0
처맞으면 날아다님ㅋㅋ 완벽한 아웃파이터였지 그새끼가 챔피언 한번 했을걸?,0.0
병신같은소리하네요 세금이 너희좌파개인금고니 빨갱아,0.0
3단계하라고 ㅈㄹ떨더니,0.0
문빠달창들 끝을 보는듯~,0.0
이란이 통제 당하고 있어서 시위하나 안날거라던 병신새끼들 어디갔노,0.0
박유천.....이마가 굉장히 넓구나.....내가볼때는 넌 조만간 가발쓰고 다니겠구나.......공짜 좋아하게 생겼네....거짓말쟁이.구라쟁이 넌 입만열면 벌구다,0.0
아... 정말 별걸다 규제하네나중엔 국민들 메뉴도 지정해주겠네미친 돌아이 🐦 끼들,0.0
저능아가 일뽕인거 좀 실망이다,0.0
여자의 적은 여자다 ㅋㅋ 미투피해자 vs 조민기 아내,0.0
저 🐦끼는 지돈으로 기부한번 안한넘이 생쑈를 하네 너도 너를지지하지않는 국민에게서도 월급받는거야 뇌에 우동사리끼어서 나오데로 싸지만말고 생각좀하자 거기에 아메바처럼 현혹당하는 대깨문들,0.0
살인마 미투년들은 고개숙여 사죄해라,0.0
황희와 똘마니 문빠들의 집단광기가 또시작되는구나. 이런쓰레기집단들은 광화문 할배 집단들보다 더 소대가리 같은 기생충집단이다 삶아서 개한테주지도 못하는 우주 기생충으로 기록해야한다,0.0
남녀 성비율봐라 ㅋㅋ 30대~40대여자들 댓글이 대부분 ㅋㅋ 맨날 막장드라마에 재벌과 평민여자의 로맨스 드라마만 처보다가 이런 드라마 보니 대가리 텅텅빈 3~40대 맘충년들은 당연히 이해가 안가지 ㅋㅋ,0.0
ㅈㄹ병들 사기를치던 절도를하던 깜방서 있어봐라 하루라도 빨리 나오고 싶은게 인간에 본성이다죄는미워하고 사람은 똑같다,0.0
완전히 또라이X이구만 니돈으로 갚아줘라 어떻게 돈으로 표살려고만 하냐 인성은 🐕 만도 못한X아,0.0
진짜 쓰레기같은 기사네....재벌가에 시집간 아나운서 이야기에 누가 관심가진다고 ....;;;;,0.0
틀들은 자꾸 사실과 망상을 구분안함,0.0
역시 힙합은 마약과 떨어질수없는 장르지. 그만큼 한국 오버 힙합은 YG가 책임지고있고 나머지는 걸보뎅이 그룹이나만들고 젖내노고 궁딩이 흔들며 한국음악 좀먹는 그획사 바께없음 법이 법이니만큼 힘들겠지만 다들 기운내 YG화이팅!,0.0
고작 담배꽁초로 도발을하는거래이?! 눈깔정돈파줘야 타격이 있을거 아니래 바보들 ㅋ,0.0
아주매미들은 재미없을듯 ㅇㅇㅋ,0.0
여보세요~~~ 그냥 남자가 권태기 와서 여자 버리고 싶어진겁니다~~여러분 결혼 한번 안해본 사람들처럼 왜이러세요~~,0.0
예전에 원룸이사해서 트럭불렀더니 틀딱아재가왔음.아재하는말이 예전에 자기가 소.돼지 이런거 도살장까지운반하는일했다고함.그런데 지인이 원룸 이삿짐하면 돈이 더된다고해서 이거시작했는데 하루죙일일해야되서힘들다고함 ㅋㅋ 도살장은 새벽에 한탕뒤면 끝이라고함자기는 소끌고갈때는 불쌍해서 바닥에 흙이랑 짚을깔아줬다고함.그러면 소가 탈때도 맨 차바닥과 반응이완전 다르다고함.,0.0
안동은 타지 사람이 와서 잠깐이라도 살곳이 못된다 텃세가 진짜 상상도 못하고사람들 존나게 틱틱거리고 불친절하다 장사하는 새끼들도 손님한테 서비스마인드 이딴거 없음 이건 지들끼리도 다 인정하는거고;;;ㅋ인심좋다는 시장도 가면 호객행위 이런거 거의 없고가격 물어보면 안살거면서 왜 물어보냐고 짜증냄헬조센 씹선비 고장의 진수를 보여줌안동 특유의 좆같은 분위기 안살아보면 모름뭐 안동토박이 지들끼리는 집성촌 양반입네 자존심 가지고 잘사는거겠지권씨 류씨 비율 확실히 많고 인구 16만명밖에 안됨..말만 시지 개깡촌임,0.0
저 새끼 파보면,0.0
글쓴놈 요점 파악 안 되지?니가 제일 똑똑한 거 같지?가세연에서도 김세의가 글쓴놈과 똑같이 말하더라그랬더니 강용석이 요점은 그게 아니고 7등급 밖에 못했으니까 용접하라는 식으로 비아냥하면서 징징거렸다는게 문제라는 거임라고 말하니까 김세의 찍소리도 못함,0.0
ㅋㅋ 시선강x 싫다는 언냐들 왜 설리는 싫어하냐 ;; ㅋㅋ,0.0
솔찍히 룸안가는남자가 어뎃노 ㅋㅋ,0.0
난 페미년들이랑은 섹스안함,0.0
저 새끼가 부산 협객 박현우햄이랑 술집에서 다이다이 뜬다?진짜 정색하고 말하는데 저 새끼 30초 안에 척추 접혀가지고 바닥에 똥싼다,0.0
자기가 짠따다 싶으면 돈 많이 벌면 된다 나처럼,0.0
나라 말아먹은 시키 저런게 대권후보 1위? 개판이네 퍼주면 나중에 어찌될줄 모르고 찍어대는 개돼지들 결국 너희들이 못살게되는 나라가 될껀데 등신들 부동산 정책 하나만 봐도 모르겠냐?,0.0
더러운 새끼들,0.0
모발이식 틀딱들이 하면 가끔 붓는 경우도 있긴 함,0.0
촬영중에 ㅈㅅ 엽기에 가깝다 앞으론 정신감정하고 캐스팅 시켜라~,0.0
걍 지들이 쓰레기들이라는 반증,0.0
쓰레기들.,0.0
공뭔년놈들이 사기불법탄핵에 주동자중 하나인 이유지.,0.0
여자 면상을 보니 천달러도 많이 책정한거 같은데?,0.0
씹쿵쾅 맷돼지들,0.0
생긴거는 무슨 40대에 범죄자같이생겼노 하늘나라 ㅂㅂ,0.0
와 씨발 중국이냐. 진짜 죠센징들은 날이 갈수록 퇴화하노.,0.0
레알 둘다 병신.. 근데 안물어보고 멋대로 해버리는 인간들은 상종안하는게 답이다.,0.0
한국 여성들 김치소리에 발끈하는데 니들은 뼛속꺼지 김치쉰녀들이다.니들 여기서 댓글 남긴걸 봐.왜 임신하면 님자만 나쁘다 욕들을 쳐하냐.그것 자체가 김치녀라는 증거다,0.0
친문 새ㅋ들 모조리 대가리깨고 병신,0.0
귀엽네 나이도 어리구만 좀 봐줘라 돌대가리 용접새끼들아 시키는데로 지지는거밖에 못하는새끼들이 부심은,0.0
와 김세정 와꾸 왜저렇게변했냐,0.0
전화로 휴가 연장했다는 개색이들은 민주당의원 샊기들이겠지,0.0
와 꼴린다 ㅅㅂ 기사보고 딸쳐야겠노.,0.0
로리유 거릅니다,0.0
빽도없는노ㅁ이 약이나발라 이노무새ㄲㅣ,0.0
딸치는곳 밤꽃냄새 물씬풍기겠노,0.0
ㅅㅂ 언덕이 70도는 되보임 ㅋㅋㅋ,0.0
너 틀니 2주 압수,0.0
설리공격한건 돼지년들아니냐,0.0
버블도 터져서 돈다발로 보빨 가능한 남자도 존나 줄고 니트가 되어버리니,0.0
육덕 오타쿠 백마.jpg,0.0
부자들 다 이민가면 개돼지들끼리 최빈국으로 다시 살아봐라! 세금 내기가 싫다! 이나라에 세금 내느니 이민가겠다!!!,0.0
조개탕이 땡기는 날이네요,0.0
한녀들 성형 안한 자연 외모로는 일본녀에 상대 못한다. 한녀들이 성형해서 눈크고 얼굴작게 하는데 일본녀는 원래 눈크고 얼굴작은게 베이스다.,0.0
나라가 어지러우면 흉악한 넘들이 설치다고 하더만 그말이 딱 맞네 대깨문들이 설치는 세상이 되더니 이상한 넘들이 득실되는구만,0.0
할머니가 문제네ㅉㅉ지딸이 왜 저렇게 됐겠어...그걸 모르고 손녀한테까지 정신 못 차리네ㅉ,0.0
비하하는 놈들 비하하는 건 개병신 중에서도 상개병신 아닌가?,0.0
병시나 워크넷은 실업급여받으려고 구라 지원도 많다 구지 통계자료 가져오려면 사람인꺼 쓰면됨 근데 내가 조사해보니 꿀알바는 증발한건 맞음,0.0
공수처 설치 하자니까 머저리 꼴통 개돼지 국민들이 찌라시 말만 듣고 또 우왕좌왕하는구나! 이래놓고는 또 통닥정권만들어놓고 또 촛불들고 개고생해서 바꾼다 난리치고 한심한것들,0.0
아가리 그만 털어,0.0
왜 죽으면 성역화되는지 모르겠다. 죽은건 안타까운데 그렇다고 최자 욕하는 ㅁ1친::년들은 뭐냐 ? 내로남불의 나라 대한민국 ㄹㅇ 역해,0.0
광주에서 일베하다 걸리면 이렇게 되지 않냐? 헛소리 ㄴㄴ,0.0
진짜 알리드립은 12년도부터본거같은데 시발 8년째 저지랄하네,0.0
복싱에선 여태 일본이 많이 쳐발렸다..,0.0
청진기 하나사서 폭딸해라게이야,0.0
김종국 지금 아주 잘하고있어. 지금 계속 놀다가 45~7때 20살 어린 여자랑 결혼해야지 무슨 저런 30넘은 여자랑 결혼하겠냐? 딱 비즈니스지. 종국이형 20살 연하랑 결혼하면 (20대 여자들도 줄을 서겠지만) 인생 성-공,0.0
수산물은 수출금지 안하냐? 나븐 ㅂ 시노무세키들..,0.0
님 말대로면 전국민 다들 부자되겠네 ㅉ ㅉ,0.0
벌써 분해 되었을듯.. 짱개들인데.. ㅋㅋㅋ,0.0
밍하니깐 좆성이 존나게 투자 하는거지 증설 증축하고?,0.0
코다리찜부터 퇴출해라 시발 비린내에 씹으면 고무줄 씹는느낌 좆같다짜장밥 나오면 썩은만두에 고무줄잡채도 좆같고사골곰탕 나오면 깡통한개에 고기 2~3점 나오는 마법의 국물도 좆같고,0.0
하긴 니들이 사람색히들이냐,0.0
형 50대 미시까지는 먹을수있다,0.0
변신로봇인가 그래도 강다니앨인지 조폭같은애들보단 잘생겻네,0.0
또 변신한 얼굴. 선풍기 아줌마 되겠다.,0.0
화교년 아니냐,0.0
메갈은 정신병입니다,0.0
내 생각에 일베충들이 이승우 싫어하는건학교다닐때 이승우처럼 생긴애들한테 괴롭힘 당한 탓인거같음사실 일베충들이야 이승우 죽어라 까대지만이승우 와꾸는 현실적으로 찐따 광오후 일게이들 괴롭히던 일진상임사진에서도 키는 작아도 와꾸 때문인지 후달려 보이는 느낌은 없음인터넷 커뮤니티 오래하는애들 99%가 현실에서 좀 동떨어진 찐따들이라서 그런가학창시절 혹은 현 사회에서 받았던 열등감과 괴로움을 인터넷 뒤에 숨어서 이승우한테 해소하려는 느낌이 강함불쌍한 일베충들...사실 광오후짤만 봤을땐 그 사이에 이승우 들어가면 누가봐도 찐따들 괴롭히는 일진느낌임ㅋㅋ,0.0
일게이들은 공감 못하겠지만 이게 사실이라고함. 일베금수저도 그런말하더라 misery is doubled 래 그걸 잊을라고 마약하는거지,0.0
아니 여성신문은 맨날 섹스섹스섹스섹스,0.0
그 쑤뤠기 정권하의 그 쑤뤠기 동물들...,0.0
우리나라에는 고유정같은 년들때메 안됨,0.0
이영자는 쳐먹는 방송 말고는 할줄아는게 머임?,0.0
모하비가 훨씬 튼튼함 펠리는 걸레임,0.0
앞에 쟤임? 남자냐 여자냐,0.0
틀베라케,0.0
일본얘기하면 부칸같은 쩌리를 들고 나오더라ㅋㅋㅋ,0.0
김종국 저 쪼잔한넘이랑 언년이 같이사냐? 방송이니까 좋게 포장하는거지 진짜 여자 피곤할거다 생긴건 모기 간신배같이 생겨가지고 허리아픈 등신일뿐 ㅋㅋㅋ,0.0
저런 늙은이들이 이나랄 망친다~,0.0
얘 뭐구속이고 뭐고 치료좀 해야겠던데... 얼훌이 이미 중독증세임. 환각증세 보이겠던데 . 아픈애 데리고 뭘 자꾸 조사야. 누가 시켜서 했든..뭐하든. 똑같이 한걸. 왜 얘가 억지로 했다는 자백 받아야 황하나 풀어주니까?? ㅎㅎㅎ,0.0
미친늠들.,0.0
ㅇ정보부에서 조사하나봐요 .. 승리 곧 자살하겠네 아니..경찰이 질소넣고 자살했다고 하겠네..,0.0
그놈들은 좆불쉬위하러감ㅋㅋ,0.0
물론 일부 입니다 씨바,0.0
몸이 중년 아주머니네 살빼라,0.0
매니저가 30번도 넘게 바뀐걸 보면 그닥 좋은 인성은 아닌듯한데 잘먹는다는 이유만으로 지덕체를 갖춘 인물이됨ㅋㅋ확실히 먹는데 한맺힌 민족답다,0.0
역시 개비씨 정권의 하수인이되다보니 이젠 변 쓰 레 기같은 다큐를 만드네~~,0.0
쪽빠뤼 차 몰고 다니니깐,0.0
저런 쓰레기 방송은 왜 하냐 시청률때문이냐?,0.0
부연이 일베하노?,0.0
북한 새끼들도 도망치는게 시베리아인데 ㅋㅋ,0.0
여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이 중국 삼합회 자금 세탁소라면서?,0.0
주작하네 시발 니가 삼전 무선시업부라고? ㅋㅋㅋ,0.0
머리와 글로 일하는게 몸으로 일하는것을 더 가치있다고 보는건가? 이렇게 퉁쳐서 판단하는것은 사회가 어케 돌아가는지 모르는 편협한 인간으로 멍청함을 고백하는것이다. 세상에 어떤 직업도 없어도되는 직업도 없고 없으면 좋은 직업은 없다.. 그 직업이 담당하는 기능이 없으면 그걸 네가 할건가? 용접이 없으면 집없고 배도 없다.. 수학 강사가 용접을 하면 얼마나 웃긴가? 자신이 전체를 기능하게하는 하나의 부분임을 인식하지 못하고 세상이 자기 중심으로 돌아가는 중세 시대의 사고관을 가진 불쌍한 중생이다..사회적 지능 지수는 병신에 가깝다.,0.0
마누라 단속이나 잘해,0.0
이새키는 관상은 과학이 아닌것 같기도 한데ㅣ 하는짓이 503 아베나베 하는짓과 비슷함,0.0
개보다 못한건가ㅋ,0.0
이 미친ㅇ것들은 진짜 알바인가 중국인도 신경안쓰는걸 왜 니들이 난리임? 존나 베댓볼때마다 역ㅇ겹고 토나오네 우리나라나 신경써라,0.0
보지선생이었으면 ㅂㄷ거리면서불러서 좆나 팻을듯,0.0
이쯤해서 짚고 넘어가자. 문재앙 찍은 놈은 왼손목아지 짤라내고 민주당 찍은 놈은 오른손목아지 마저 찍어라. 이게 나라냐 씨bal.,0.0
ㅋㅋ ㅈㄴ웃기네 ㅋㅋ벙어리를 만들어버리네 ㅇㅂ,0.0
쿵.쾅.이들 시기질투,0.0
삶은 소대가리 멍충이 코구멍에 담배꽁초 박아 주신 김여정 동무 화끈합네다. 저능아 소대가리 북송시키갔습네다. 숙청 하시라우요.,0.0
ㅋㅋㅋ 난 저경기 뉴욕가서 먹었는디원정마이애미는 애미가 갈려하면 싸대기 떄려도 무죄라더라,0.0
가만히있어도 dm오는 여자라는 성별과. 연예인임에도 dm보내야 여자만날수있는 성별인 남자.. 명확한 권력관계지. 여자는 편하고 남자만 고생하고. 여성우월주의국가,0.0
소상공인 목소리에 물러났다고??지랄마라 기레기야 쓰레기 소리하고있어 2.5에서 ㅈ단계로 낮춘건100명댜이기 때문이잖아 왜 개소리야 쓰래기야,0.0
사악한년,0.0
ㅈㄹ 가난이 죄냐? 기다려주는 것도 필요하다. 세상사는게 그렇다. 어린새끼라그런지 좆도모르는거같은데 너처럼살면 칼맞어,0.0
쓰레기 위ㅣㅂ툰 너무 많다. 애들에게 무차별로 노출되고 저런 흐레기들 심의해서 페기해야 한다,0.0
한남과 결혼하면 비극뿐이야!!!!!!!!,0.0
쳐 웃기는,0.0
이게 다 빨갱이 때문이라 할겁니다,0.0
너는 지금 돈없는 대학생이 맥북쓰며 자 위질 하는걸 역겹게 보고 나서 나도 그런 사람이라고 단정짓고 나서,0.0
이 또라이 연놈들 생각보다 오래가네 니들이 아무리 국제 영화상 타봐라 하나도 안좋아보인다,0.0
쪽바리들아.아직도너희속국인지.착각하냐.지구환경을.세계적으로.오염시켜놓구.양심도없는.인간들.너희나.방사능.평생먹고.살아라지구상에서.제일못덴일본.넘,0.0
병신 금오공대 발린지가 언젠데 ㅉ ㅉ,0.0
남친새끼가 보살이노 ㅋㅋ,0.0
유유상종이라고 종북좌빨 시키들 & 어떻게든 딸랑거리고 지원하지 못해 안달하는 문씨 패거리 시키들 니들이 졸라 빨아대는 지상천국 현실이다 니들 이런 것 하고 싶어서 그리 개재랄 떠는거냐 이게 니들 인권수준이냐 ㅋ 그러고는 지들이 무에 독재저항 민주화 세력이라네 정의를 외치네 ㅋ 에라이 게토레이 시키들아 니들은 이리 당해봐야 알겠냐 ㅉ,0.0
손절은 칼같이. 여자들은 참 손절 빨라. 남자들은 손절 자 못하는 경향이 있는데 여자들 손절은 번개지. 슈도 아직 이혼 안 당하고 있잖아,0.0
14년 유입이 개나대네,0.0
일베충 중에 멍청한 놈 하나 선별해서 총알받이로 발탁 앞세운 것 같은 느낌이 드네요,0.0
쟤는 추해!,0.0
제발 사형시켜라.법이 지 랄같으니 이딴기사 보면 가해자년놈들보다 법을 법같이 안만들고 판결도 뭣같이 내리는개판사들이 더 열불난다,0.0
근본없는 탈북자 새끼가 어디서 말을 섞어 변절자 새끼,0.0
리뷰쓴 새끼가 쓰레기 맞지저건 ㅋㅋㅋ 존나 악랄하게 사진찍어 올리는데,0.0
또라이네,0.0
이런걸 양념이라고 하는 병신이 대통인나라. 답나온다,0.0
옛날 대구여자들은 쪽발이한데 몸을 받쳤지 그래서 난쨍이 똥짜루 박정희가 탄생했지 대구사람들은 쪽빨이 후손이다,0.0
민주당 ㅅㄲ들은 돈벌생은 ㅈ또안하는구만 여튼,0.0
이거 니들이 운전면허 필기 시험볼때 공부 안하고 쳐봐서 그래시발 나는 공부 존나 해서 저런거 까지 아직도 기억한다,0.0
뚱녀 페티쉬 있는 남자분 아니면 그냥 맛집알림용 지인으로만 생각할듯 혹시보신다면자극받고 살빼세요,0.0
세금 올리려고 별ㅈㄹ을 다하네,0.0
개같은 새 끼,0.0
으메 돼지같이생겨구만 먼얼굴에 살이 코는 살이 으찌 저러게 졌을까 광대는 살이 오메 박신양 때문에 본다 고현정 리턴 sbs안돼니 kbs 와서도 안돼겠다 누가 대타좀 구해줘...코맹맹 발음 와~ 쩐다 쩔어 누가보긋냐..,0.0
애들와꾸 어쩔꺼냐 하긴 돈이 많으니 성형시켜주겠네 걱정없겠네~,0.0
참 추잡하다 진짜 .. 아들내미 고맙다는 인사도 없이 받아 쳐먹는다는거보니 보니 모전자전이네 .가정교육 존나 중요하다 ㅋㅋ,0.0
정숙희 상멍청이그렇게 멀티태스킹이 안 되냐??동생 정은정 무시하지마라,0.0
야 ! 너희들 조심해라 ! 대깨문들이 너희들 그냥 안둔다 !,0.0
브금씨발 뭐야ㅋㅋㅋ,0.0
꼴값을 하는구나 생긴대로 좋은일 많이 하는사람 도와는 못할망정,0.0
버리고 갔네 ㅅㅂ... 간혹 산에 노견들 버리고 감,0.0
당연한거 아니냐? 자기 몸건강 관리도 못하는애들이 용접공이니뭐니 하면 콧방귀 뀔듯,0.0
윤지오 빽이 문재인일텐데 승소할수 있겠나?,0.0
한국사회에서 척결해야될 문빠들 ~~ 현병장은 황희 의원 고소하시고 인터넷에 악플단 문빠 쓰래기들도 전부 고소하시길,0.0
당직사병에게 악플다는 놈들 너희도 테러당할줄 알아라.친문 찌질이들아 당하지 않으려면 잠자코 있어라. 찌질한 인간들이 모두 친문이더라.,0.0
성폭행이면 그당시 신고안하고 왜 지금난리야?정말 가지가지한다,0.0
어떤 작가 놈이고? 중학생이 마치 애낳은 산모 유방이구만. 미친 것들.사회 악이다.,0.0
무슨시발,0.0
빨갱이들의 반대파 숙청 시작,0.0
글자를 귀로 듣는 저능아 수준 ㅋㅋ,0.0
